"Equipment ID","Equipment Description","Equipment Status","VIN/Serial #","In Service Date","Branch ID","Company","Equipment"
"HD410068","TRUCK TRACTOR","Disposed","1XPCD79X4HD410068","03/16/2016","CDHOU","SRS Distribution","HD410068 - TRUCK TRACTOR"
"GM060150","TRUCK TRACTOR","Active","1M2AW07C7GM060150","09/10/2015","CDHOU","SRS Distribution","GM060150 - TRUCK TRACTOR"
"JSJP1003","TRUCK TRACTOR","Active","3AKJGEDV3JSJP1003","08/26/2019","CDNOR","SRS Distribution","JSJP1003 - TRUCK TRACTOR"
"JJ215485","TRUCK TRACTOR","Active","1XKYD49X7JJ215485","01/19/2018","CDNOR","SRS Distribution","JJ215485 - TRUCK TRACTOR"
"GH207564","TRUCK TRACTOR","Disposed","1HTMMMMN3GH207564","12/30/2021","CINGRPD","Heritage Pool Supply Group","GH207564 - TRUCK TRACTOR"
"LDLV7645","TRUCK TRACTOR","Disposed","3ZLACXFC6LDLV7645","12/30/2021","CININDI","Heritage Pool Supply Group","LDLV7645 - TRUCK TRACTOR"
"1J503831","TRUCK TRACTOR","Active","1GDM7H1C91J503831","12/30/2021","CINSAGI","Heritage Pool Supply Group","1J503831 - TRUCK TRACTOR"
"GSGV9463","TRUCK TRACTOR","Disposed","3AKJGEDV7GSGV9463","12/30/2021","CINSAGI","Heritage Pool Supply Group","GSGV9463 - TRUCK TRACTOR"
"PDNY4471","TRUCK TRACTOR","Rental","3AKJHLDVXPDNY4471","04/05/2024","CINSAGI","Heritage Pool Supply Group","PDNY4471 - TRUCK TRACTOR"
"RN535554","TRUCK TRACTOR","Rental","3HSDZAPR2RN535554","06/08/2023","CINSAGI","Heritage Pool Supply Group","RN535554 - TRUCK TRACTOR"
"6J293184","TRUCK TRACTOR","Active","1HSHXSBR76J293184","12/30/2021","CINSAGI","Heritage Pool Supply Group","6J293184 - TRUCK TRACTOR"
"PDNZ5355","TRUCK TRACTOR","Rental","3AKJHLDV8PDNZ5355","10/11/2023","CINSAGI","Heritage Pool Supply Group","PDNZ5355 - TRUCK TRACTOR"
"RN163139","TRUCK TRACTOR","Rental","3HSDZAPR3RN163139","04/10/2024","CINSAGI","Heritage Pool Supply Group","RN163139 - TRUCK TRACTOR"
"PDNZ5358","TRUCK TRACTOR","Rental","3AKJHLDV3PDNZ5358","03/29/2024","CINSAGI","Heritage Pool Supply Group","PDNZ5358 - TRUCK TRACTOR"
"HDJF6596","TRUCK TRACTOR","Returned to Lease Holder","3ALACXDT9HDJF6596","04/11/2023","CINSAGI","Heritage Pool Supply Group","HDJF6596 - TRUCK TRACTOR"
"JSJR0130","TRUCK TRACTOR","Returned to Lease Holder","3AKJHLDV4JSJR0130","12/30/2021","CINSAGI","Heritage Pool Supply Group","JSJR0130 - TRUCK TRACTOR"
"PDNZ5356","TRUCK TRACTOR","Returned to Rental Company","3AKJHLDVXPDNZ5356","05/31/2024","CINSAGI","Heritage Pool Supply Group","PDNZ5356 - TRUCK TRACTOR"
"5H699617","TRUCK TRACTOR","Disposed","1HTMMAAL45H699617","12/30/2021","CINSAGI","Heritage Pool Supply Group","5H699617 - TRUCK TRACTOR"
"PDNZ5352","TRUCK TRACTOR","Rental","3AKJHLDV2PDNZ5352","03/22/2024","CINSAGI","Heritage Pool Supply Group","PDNZ5352 - TRUCK TRACTOR"
"KD611093","TRUCK TRACTOR","Active","1XPBDP9X7KD611093","10/16/2018","COBIS","SRS Distribution","KD611093 - TRUCK TRACTOR"
"FSGC7155","TRUCK TRACTOR","Active","3AKJGEDV9FSGC7155","02/08/2021","COFAR","SRS Distribution","FSGC7155 - TRUCK TRACTOR"
"LD664622","TRUCK TRACTOR","Active","1XPBDP9X7LD664622","07/23/2019","COGRA","SRS Distribution","LD664622 - TRUCK TRACTOR"
"ND774263","TRUCK TRACTOR","Active","1XPBDP9X3ND774263","07/05/2021","COGRA","SRS Distribution","ND774263 - TRUCK TRACTOR"
"KN214905","TRUCK TRACTOR","Active","4V4WC9EGXKN214905","02/19/2019","COLAK","SRS Distribution","KN214905 - TRUCK TRACTOR"
"FM049600","TRUCK TRACTOR","Active","1M1AW09Y7FM049600","10/22/2014","COLIN","SRS Distribution","FM049600 - TRUCK TRACTOR"
"RN430523","TRUCK TRACTOR","Active","3HSPCTZR4RN430523","06/26/2023","COMED","SRS Distribution","RN430523 - TRUCK TRACTOR"
"8N001190","TRUCK TRACTOR","Disposed","1M1AW09Y98N001190","02/08/2021","COOMA","SRS Distribution","8N001190 - TRUCK TRACTOR"
"SD716360","TRUCK TRACTOR","On Order","1XPBDP9X3SD716360","","COOMA","SRS Distribution","SD716360 - TRUCK TRACTOR"
"DSFE3825","TRUCK TRACTOR","Active","3AKJGEBG0DSFE3825","07/15/2019","COOMA","SRS Distribution","DSFE3825 - TRUCK TRACTOR"
"KN216992","TRUCK TRACTOR","Active","4V4NC9TJ5KN216992","03/13/2019","CORAC","SRS Distribution","KN216992 - TRUCK TRACTOR"
"JN885881","TRUCK TRACTOR","Active","4V4NC9EH8JN885881","03/12/2018","CORAC","SRS Distribution","JN885881 - TRUCK TRACTOR"
"GN946179","TRUCK TRACTOR","Active","4V4NC9EH2GN946179","07/31/2017","COSIO","SRS Distribution","GN946179 - TRUCK TRACTOR"
"ND774274","TRUCK TRACTOR","Active","1XPBDP9X8ND774274","05/17/2022","COSIO","SRS Distribution","ND774274 - TRUCK TRACTOR"
"RN430538","TRUCK TRACTOR","Active","3HSPCTZR6RN430538","06/01/2023","CPSWEST","Heritage Landscape Supply Group","RN430538 - TRUCK TRACTOR"
"LN872628","TRUCK TRACTOR","Active","3HSDWTZR1LN872628","02/24/2021","CSREG","SRS Distribution","LN872628 - TRUCK TRACTOR"
"LN269552","TRUCK TRACTOR","Active","4V4WC9EH0LN269552","09/11/2020","CSREG","SRS Distribution","LN269552 - TRUCK TRACTOR"
"LD664616","TRUCK TRACTOR","Disposed","1XPBDP9X1LD664616","06/25/2019","CSREG","SRS Distribution","LD664616 - TRUCK TRACTOR"
"DLFH5713","TRUCK TRACTOR","Disposed","1FUJGLBG6DLFH5713","07/31/2018","CSREG","SRS Distribution","DLFH5713 - TRUCK TRACTOR"
"JN885873","TRUCK TRACTOR","Active","4V4NC9EH9JN885873","02/06/2018","CSROC","SRS Distribution","JN885873 - TRUCK TRACTOR"
"HM077710","TRUCK TRACTOR","Active","1M1AW07Y3HM077710","03/09/2017","CWCOL","SRS Distribution","HM077710 - TRUCK TRACTOR"
"GM056588","TRUCK TRACTOR","Active","1M1AW05YXGM056588","08/28/2015","CWCOL","SRS Distribution","GM056588 - TRUCK TRACTOR"
"GM053599","TRUCK TRACTOR","Disposed","1M1AW09Y0GM053599","05/04/2015","CWCOL","SRS Distribution","GM053599 - TRUCK TRACTOR"
"LM019438","TRUCK TRACTOR","Active","1M1AN3GY2LM019438","03/30/2020","DJKAN","SRS Distribution","LM019438 - TRUCK TRACTOR"
"FH143380","TRUCK TRACTOR","Disposed","1HSDJAPROFH143380","05/20/2015","DJKAN","SRS Distribution","FH143380 - TRUCK TRACTOR"
"HD420199","TRUCK TRACTOR","Active","1XPCD79X3HD420199","05/13/2016","DJLAW","SRS Distribution","HD420199 - TRUCK TRACTOR"
"PSNS4882","TRUCK TRACTOR","Returned to Rental Company","3AKJHLDV1PSNS4882","05/09/2024","DJSPR","SRS Distribution","PSNS4882 - TRUCK TRACTOR"
"RN303189","TRUCK TRACTOR","Active","3HSPAAPT7RN303189","04/22/2024","DJSPR","SRS Distribution","RN303189 - TRUCK TRACTOR"
"YAH22348","TRUCK TRACTOR","Auction","2FWYHZYB9YAH22348","05/08/2021","DJSPR","SRS Distribution","YAH22348 - TRUCK TRACTOR"
"EH019428","TRUCK TRACTOR","Disposed","1HSDJAPR9EH019428","10/28/2015","DJTUL","SRS Distribution","EH019428 - TRUCK TRACTOR"
"FM049599","TRUCK TRACTOR","Active","1M1AW09Y4FM049599","10/23/2014","DJWIC","SRS Distribution","FM049599 - TRUCK TRACTOR"
"DSBM6419","TRUCK TRACTOR","Active","1FUJGEDR3DSBM6419","07/15/2013","DJWIC","SRS Distribution","DSBM6419 - TRUCK TRACTOR"
"NN861560","TRUCK TRACTOR","Returned to Rental Company","3HSDZTZR1NN861560","05/24/2024","DJWIC","SRS Distribution","NN861560 - TRUCK TRACTOR"
"SD716357","TRUCK TRACTOR","On Order","1XPBDP9X3SD716357","","DJWIC","SRS Distribution","SD716357 - TRUCK TRACTOR"
"JSJV3580","TRUCK TRACTOR","Active","3AKJGEDV6JSJV3580","12/17/2021","EMSSTRO","Heritage Pool Supply Group","JSJV3580 - TRUCK TRACTOR"
"KM003158","TRUCK TRACTOR","Disposed","1M1AN4GY9KM003158","05/18/2022","EMSSTRO","Heritage Pool Supply Group","KM003158 - TRUCK TRACTOR"
"PHUE5979","TRUCK TRACTOR","Active","1FUJG3DV8PHUE5979","09/19/2022","FLEQU","SRS Distribution","PHUE5979 - TRUCK TRACTOR"
"FN185789","TRUCK TRACTOR","Disposed","4V4NC9EH5FN185789","04/01/2022","FLEQU","SRS Distribution","FN185789 - TRUCK TRACTOR"
"3J060764","TRUCK TRACTOR","Disposed","1HSHXAXR23J060764","04/01/2022","FLHUN","SRS Distribution","3J060764 - TRUCK TRACTOR"
"7HY36027","TRUCK TRACTOR","Disposed","1FUBCYDJ47HY36027","04/01/2022","FLHUN","SRS Distribution","7HY36027 - TRUCK TRACTOR"
"5HU36783","TRUCK TRACTOR","Disposed","1FUJC5CV95HU36783","04/01/2022","FLHUN","SRS Distribution","5HU36783 - TRUCK TRACTOR"
"FN916720","TRUCK TRACTOR","Active","4V4NC9EHXFN916720","04/01/2022","FLHUN","SRS Distribution","FN916720 - TRUCK TRACTOR"
"LN260394","TRUCK TRACTOR","Active","4V4WC9EH7LN260394","04/01/2022","FLHUN","SRS Distribution","LN260394 - TRUCK TRACTOR"
"PHUE5980","TRUCK TRACTOR","Active","1FUJG3DV4PHUE5980","09/19/2022","FLHUN","SRS Distribution","PHUE5980 - TRUCK TRACTOR"
"4HM49145","TRUCK TRACTOR","Disposed","1FUJBGCV24HM49145","04/01/2022","FLHUN","SRS Distribution","4HM49145 - TRUCK TRACTOR"
"RD647457","TRUCK TRACTOR","Active","1XPBDP9X9RD647457","09/27/2023","FWPFTMY","Heritage Pool Supply Group","RD647457 - TRUCK TRACTOR"
"RD647459","TRUCK TRACTOR","Active","1XPBDP9X2RD647459","09/18/2023","FWPMIAM","Heritage Pool Supply Group","RD647459 - TRUCK TRACTOR"
"LM019442","TRUCK TRACTOR","Wreck - MVA","1M1AN3GY4LM019442","07/10/2020","GACED","SRS Distribution","LM019442 - TRUCK TRACTOR"
"RD686584","TRUCK TRACTOR","Active","1XPBDP9X2RD686584","11/06/2023","GADES","SRS Distribution","RD686584 - TRUCK TRACTOR"
"RN430519","TRUCK TRACTOR","Active","3HSPCTZR2RN430519","06/27/2023","GAQUA","SRS Distribution","RN430519 - TRUCK TRACTOR"
"FM051498","TRUCK TRACTOR","Active","1M1AW09Y8FM051498","11/05/2014","GHHOB","SRS Distribution","FM051498 - TRUCK TRACTOR"
"SN667485","TRUCK TRACTOR","On Order","4V4WC9EH9SN667485","","GREENFIELD","SRS Distribution","SN667485 - TRUCK TRACTOR"
"SN667481","TRUCK TRACTOR","On Order","4V4WC9EH1SN667481","","GREENFIELD","SRS Distribution","SN667481 - TRUCK TRACTOR"
"GM078143","TRUCK TRACTOR","Active","1M1AW07Y1GM078143","02/04/2022","GRVBELL","Heritage Landscape Supply Group","GM078143 - TRUCK TRACTOR"
"PM029902","TRUCK TRACTOR","Active","1M1AN4GY2PM029902","04/25/2022","GRVBELL","Heritage Landscape Supply Group","PM029902 - TRUCK TRACTOR"
"LM015981","TRUCK TRACTOR","Active","1M1AN4GY6LM015981","02/04/2022","GRVCOLU","Heritage Landscape Supply Group","LM015981 - TRUCK TRACTOR"
"6AQ11119","TRUCK TRACTOR","Auction","2FWJA3DE26AW11119","02/04/2022","GRVDNSP","Heritage Landscape Supply Group","6AQ11119 - TRUCK TRACTOR"
"CM024415","TRUCK TRACTOR","Disposed","1M1AW09Y3CM024415","02/04/2022","GRVDNSP","Heritage Landscape Supply Group","CM024415 - TRUCK TRACTOR"
"GVA50302","TRUCK TRACTOR","Active","1FTYR90W2GVA50302","02/04/2022","GRVDNSP","Heritage Landscape Supply Group","GVA50302 - TRUCK TRACTOR"
"7AX29894","TRUCK TRACTOR","Disposed","2FWJA3DE77AX29894","02/04/2022","GRVDNSP","Heritage Landscape Supply Group","7AX29894 - TRUCK TRACTOR"
"FM049753","TRUCK TRACTOR","Active","1M1AW09YXFM049753","02/04/2022","GRVDNSP","Heritage Landscape Supply Group","FM049753 - TRUCK TRACTOR"
"KM002967","TRUCK TRACTOR","Active","1M1AN4GY4KM002967","02/04/2022","GRVDSCI","Heritage Landscape Supply Group","KM002967 - TRUCK TRACTOR"
"SM047747","TRUCK TRACTOR","Active","1M1AN4GY6SM047747","04/24/2024","HEREG","Heritage Landscape Supply Group","SM047747 - TRUCK TRACTOR"
"EM040639","TRUCK TRACTOR","Active","1M1AW02YXEM040639","01/30/2014","HEREG","Heritage Landscape Supply Group","EM040639 - TRUCK TRACTOR"
"4AM76809","TRUCK TRACTOR","Disposed","2FWJA3AS94AM76809","02/04/2022","HEREG","Heritage Landscape Supply Group","4AM76809 - TRUCK TRACTOR"
"4AM87682","TRUCK TRACTOR","Active","2FWJA3A504AM87682","02/04/2022","HEREG","Heritage Landscape Supply Group","4AM87682 - TRUCK TRACTOR"
"EM040638","TRUCK TRACTOR","Active","1M1AW02Y8EM040638","01/24/2014","HEREG","Heritage Landscape Supply Group","EM040638 - TRUCK TRACTOR"
"HD434363","TRUCK TRACTOR","Active","1XPCD79X5HD434363","08/24/2016","HWBRA","SRS Distribution","HD434363 - TRUCK TRACTOR"
"KN216993","TRUCK TRACTOR","Active","4V4NC9TJ7KN216993","03/12/2019","HWDAR","SRS Distribution","KN216993 - TRUCK TRACTOR"
"MM022616","TRUCK TRACTOR","Active","1M1AN3GY2MM022616","02/24/2021","HWFOX","SRS Distribution","MM022616 - TRUCK TRACTOR"
"CLBE4747","TRUCK TRACTOR","Disposed","1FUJGEDV8CLBE4747","08/24/2012","HWNHA","SRS Distribution","CLBE4747 - TRUCK TRACTOR"
"JN631912","TRUCK TRACTOR","Active","3HSDZAPR5JN631912","08/26/2019","HWNHA","SRS Distribution","JN631912 - TRUCK TRACTOR"
"RN293165","TRUCK TRACTOR","Active","3HSDWTZR5RN293165","04/17/2023","ISSANAH","Heritage Landscape Supply Group","RN293165 - TRUCK TRACTOR"
"RSVC7691","TRUCK TRACTOR","Active","3AKJHTDV0RSVC7691","08/17/2023","ISSESCO","Heritage Landscape Supply Group","RSVC7691 - TRUCK TRACTOR"
"RSVC7692","TRUCK TRACTOR","Active","3AKJHTDV2RSVC7692","08/09/2023","ISSSANJ","Heritage Landscape Supply Group","RSVC7692 - TRUCK TRACTOR"
"SN685395","TRUCK TRACTOR","On Order","4V4WC9EHXSN685395","","JBCCO","SRS Distribution","SN685395 - TRUCK TRACTOR"
"JM090039","TRUCK TRACTOR","Active","1M1AW07Y1JM090039","02/08/2021","JBCCO","SRS Distribution","JM090039 - TRUCK TRACTOR"
"KM005812","TRUCK TRACTOR","Active","1M1AN4GY1KM005812","02/08/2021","JBCCO","SRS Distribution","KM005812 - TRUCK TRACTOR"
"KM001684","TRUCK TRACTOR","Active","1M1AN4GY9KM001684","02/08/2021","JBCCO","SRS Distribution","KM001684 - TRUCK TRACTOR"
"MM022535","TRUCK TRACTOR","Wreck - MVA","1M1AN4GY5MM022535","02/08/2021","JBCCO","SRS Distribution","MM022535 - TRUCK TRACTOR"
"GM058098","TRUCK TRACTOR","Active","1M1AW09Y3GM058098","02/08/2021","JBCHA","SRS Distribution","GM058098 - TRUCK TRACTOR"
"RD647463","TRUCK TRACTOR","Active","1XPBDP9X4RD647463","11/10/2023","JBLAN","SRS Distribution","RD647463 - TRUCK TRACTOR"
"MM022536","TRUCK TRACTOR","Active","1M1AN4GY7MM022536","02/08/2021","JBLAN","SRS Distribution","MM022536 - TRUCK TRACTOR"
"JM090046","TRUCK TRACTOR","Active","1M1AW07Y9JM090046","02/08/2021","JBLAN","SRS Distribution","JM090046 - TRUCK TRACTOR"
"CLBP0144","TRUCK TRACTOR","Active","1FUJGEBG8CLBP0144","11/30/2011","JBMUR","SRS Distribution","CLBP0144 - TRUCK TRACTOR"
"PM032976","TRUCK TRACTOR","Active","1M1AN4GY2PM032976","09/26/2022","JBSAN","SRS Distribution","PM032976 - TRUCK TRACTOR"
"PD823450","TRUCK TRACTOR","Active","1XPBDP9X3PD823450","12/09/2022","JBVEN","SRS Distribution","PD823450 - TRUCK TRACTOR"
"DM032000","TRUCK TRACTOR","Active","1M1AW07Y8DM032000","05/05/2017","KBPRD","SRS Distribution","DM032000 - TRUCK TRACTOR"
"SN683047","TRUCK TRACTOR","On Order","4V4WC9EHXSN683047","","KBPRD","SRS Distribution","SN683047 - TRUCK TRACTOR"
"CJ564588","TRUCK TRACTOR","Disposed","1HSDJSJRXCJ564588","09/27/2019","MCSDENV","Heritage Landscape Supply Group","CJ564588 - TRUCK TRACTOR"
"LLLU7249","TRUCK TRACTOR","Active","5KJJAVDV3LLLU7249","05/07/2021","MCSDENV","Heritage Landscape Supply Group","LLLU7249 - TRUCK TRACTOR"
"SN685396","TRUCK TRACTOR","On Order","4V4WC9EH1SN685396","","MESTA","SRS Distribution","SN685396 - TRUCK TRACTOR"
"CJ421243","TRUCK TRACTOR","Active","1HSDJSJR7CJ421243","05/24/2019","MESTA","SRS Distribution","CJ421243 - TRUCK TRACTOR"
"SN660940","TRUCK TRACTOR","Active","4V4WC9EH5SN660940","04/24/2024","MESTR","SRS Distribution","SN660940 - TRUCK TRACTOR"
"5AV19649","TRUCK TRACTOR","Disposed","2FWJA3DE05AV19649","12/15/2017","MEWAT","SRS Distribution","5AV19649 - TRUCK TRACTOR"
"SN660941","TRUCK TRACTOR","Active","4V4WC9EH7SN660941","04/26/2024","MEWAT","SRS Distribution","SN660941 - TRUCK TRACTOR"
"KSKW3912","TRUCK TRACTOR","Returned to Rental Company","3AKJGEDV5KSKW3912","07/17/2023","MEWIN","SRS Distribution","KSKW3912 - TRUCK TRACTOR"
"RN162908","TRUCK TRACTOR","Returned to Rental Company","3HSDZAPR8RN162908","03/12/2024","MEWIN","SRS Distribution","RN162908 - TRUCK TRACTOR"
"RN666583","TRUCK TRACTOR","Active","4V4WC9EH1RN666583","06/24/2024","MEWIN","SRS Distribution","RN666583 - TRUCK TRACTOR"
"ND774273","TRUCK TRACTOR","Active","1XPBDP9X6ND774273","08/20/2022","MKCHA","SRS Distribution","ND774273 - TRUCK TRACTOR"
"GM078873","TRUCK TRACTOR","Active","1M1AW07Y5GM078873","10/21/2022","MRCHA","SRS Distribution","GM078873 - TRUCK TRACTOR"
"XN766574","TRUCK TRACTOR","Disposed","4VG7DARF2XN766574","10/21/2022","MRCHA","SRS Distribution","XN766574 - TRUCK TRACTOR"
"HD417721","TRUCK TRACTOR","Active","1XPCD79X8HD417721","05/02/2016","MRCHA","SRS Distribution","HD417721 - TRUCK TRACTOR"
"GM078489","TRUCK TRACTOR","Active","1M1AW07Y4GM078489","10/21/2022","MRNAS","SRS Distribution","GM078489 - TRUCK TRACTOR"
"SN662487","TRUCK TRACTOR","Storm","4V4WC9EG0SN662487","04/04/2024","MRNAS","SRS Distribution","SN662487 - TRUCK TRACTOR"
"RDUY9879","TRUCK TRACTOR","Returned to Rental Company","3AKJHLDV1RDUY9879","10/02/2023","MRNAS","SRS Distribution","RDUY9879 - TRUCK TRACTOR"
"FM046330","TRUCK TRACTOR","Active","1M1AW09Y0FM046330","07/10/2014","MRNAS","SRS Distribution","FM046330 - TRUCK TRACTOR"
"GM078874","TRUCK TRACTOR","Active","1M1AW07Y7GM078874","10/21/2022","MRNAS","SRS Distribution","GM078874 - TRUCK TRACTOR"
"SD716354","TRUCK TRACTOR","Active","1XPBDP9X8SD716354","07/05/2024","MSQUA","SRS Distribution","SD716354 - TRUCK TRACTOR"
"NM026848","TRUCK TRACTOR","Active","1M1AN3GY8NM026848","12/02/2021","MWCIN","SRS Distribution","NM026848 - TRUCK TRACTOR"
"FM048032","TRUCK TRACTOR","Active","1M1AW09Y2FM048032","06/16/2014","MWCIN","SRS Distribution","FM048032 - TRUCK TRACTOR"
"DSFA2503","TRUCK TRACTOR","Active","1FUJGEDR4DSFA2503","12/15/2017","MWCOL","SRS Distribution","DSFA2503 - TRUCK TRACTOR"
"SN668619","TRUCK TRACTOR","Active","4V4WC9DH7SN668619","05/29/2024","MWCOL","SRS Distribution","SN668619 - TRUCK TRACTOR"
"CLBP0131","TRUCK TRACTOR","Disposed","1FUJGEBGXCLBP0131","11/21/2011","MWCOL","SRS Distribution","CLBP0131 - TRUCK TRACTOR"
"LM019450","TRUCK TRACTOR","Reserved","1M1AN3GY3LM019450","07/31/2020","MWEVA","SRS Distribution","LM019450 - TRUCK TRACTOR"
"RLUN8992","TRUCK TRACTOR","Active","5KJJBPDV4RLUN8992","07/17/2023","MWJOL","SRS Distribution","RLUN8992 - TRUCK TRACTOR"
"RM043595","TRUCK TRACTOR","Active","1M1AN4GY8RM043595","09/13/2023","MWJOL","SRS Distribution","RM043595 - TRUCK TRACTOR"
"GM077724","TRUCK TRACTOR","Active","1M1AW09Y9GM077724","06/09/2016","MWJOL","SRS Distribution","GM077724 - TRUCK TRACTOR"
"HD410067","TRUCK TRACTOR","Active","1XPCD79X2HD410067","03/16/2016","MWKCK","SRS Distribution","HD410067 - TRUCK TRACTOR"
"PD823457","TRUCK TRACTOR","Active","1XPBDP9X6PD823457","11/08/2022","MWMUN","SRS Distribution","PD823457 - TRUCK TRACTOR"
"ND774262","TRUCK TRACTOR","Active","1XPBDP9X1ND774262","05/20/2021","MWSIO","SRS Distribution","ND774262 - TRUCK TRACTOR"
"HM082996","TRUCK TRACTOR","Active","1M1AW07Y6HM082996","11/06/2017","MWWAU","SRS Distribution","HM082996 - TRUCK TRACTOR"
"MM022614","TRUCK TRACTOR","Active","1M1AN3GY9MM022614","04/01/2021","MWWAU","SRS Distribution","MM022614 - TRUCK TRACTOR"
"PD823453","TRUCK TRACTOR","Active","1XPBDP9X9PD823453","09/29/2022","MWWAU","SRS Distribution","PD823453 - TRUCK TRACTOR"
"RDUN2970","TRUCK TRACTOR","Returned to Rental Company","3AKJHLDV0RDUN2970","11/29/2023","NABRI","SRS Distribution","RDUN2970 - TRUCK TRACTOR"
"RN430524","TRUCK TRACTOR","Active","3HSPCTZR6RN430524","04/12/2024","NABRI","SRS Distribution","RN430524 - TRUCK TRACTOR"
"PDNS4145","TRUCK TRACTOR","Returned to Rental Company","3AKJHLDV5PDNS4145","03/22/2024","NABRI","SRS Distribution","PDNS4145 - TRUCK TRACTOR"
"FM049596","TRUCK TRACTOR","Active","1M1AW09Y9FM049596","09/11/2014","NFIJACK","Heritage Landscape Supply Group","FM049596 - TRUCK TRACTOR"
"RN659934","TRUCK TRACTOR","Active","4V4WC9EH2RN659934","06/11/2024","NORSACN","Heritage Landscape Supply Group","RN659934 - TRUCK TRACTOR"
"SN667484","TRUCK TRACTOR","Active","4V4WC9EH7SN667484","07/18/2024","OLFWA","SRS Distribution","SN667484 - TRUCK TRACTOR"
"CSBD7140","TRUCK TRACTOR","Auction","1FUJGEDV4CSBD7140","02/26/2021","OLFWA","SRS Distribution","CSBD7140 - TRUCK TRACTOR"
"SN667488","TRUCK TRACTOR","On Order","4V4WC9EH4SN667488","","OLIND","SRS Distribution","SN667488 - TRUCK TRACTOR"
"CJ333555","TRUCK TRACTOR","Active","1XKDD49X9CJ333555","06/07/2012","OLIND","SRS Distribution","CJ333555 - TRUCK TRACTOR"
"ND774265","TRUCK TRACTOR","Active","1XPBDP9X7ND774265","08/03/2021","OLMHE","SRS Distribution","ND774265 - TRUCK TRACTOR"
"SD716359","TRUCK TRACTOR","Active","1XPBDP9X7SD716359","08/05/2024","PALAK","SRS Distribution","SD716359 - TRUCK TRACTOR"
"DSFE3826","TRUCK TRACTOR","Active","3AKJGEBG2DSFE3826","07/15/2019","PALAK","SRS Distribution","DSFE3826 - TRUCK TRACTOR"
"MLMA6577","TRUCK TRACTOR","Active","1FUJHLDV5MLMA6577","11/22/2022","PBSCHAR","Heritage Pool Supply Group","MLMA6577 - TRUCK TRACTOR"
"GLHC4452","TRUCK TRACTOR","Active","1FUJGEDV0GLHC4452","11/22/2022","PBSCHAR","Heritage Pool Supply Group","GLHC4452 - TRUCK TRACTOR"
"GHHF5004","TRUCK TRACTOR","Active","1FUBCYCY7GHHF5004","11/22/2022","PBSMYRT","Heritage Pool Supply Group","GHHF5004 - TRUCK TRACTOR"
"GHHF5005","TRUCK TRACTOR","Disposed","1FUBCYCY9GHHF5005","11/22/2022","PBSMYRT","Heritage Pool Supply Group","GHHF5005 - TRUCK TRACTOR"
"SD716356","TRUCK TRACTOR","Active","1XPBAP8X9SD716356","08/06/2024","PBSMYRT","Heritage Pool Supply Group","SD716356 - TRUCK TRACTOR"
"GH077774","TRUCK TRACTOR","Active","1HSDJAPR6GH077774","09/16/2022","PBSMYRT","Heritage Pool Supply Group","GH077774 - TRUCK TRACTOR"
"PM255250","TRUCK TRACTOR","Active","2XK5DJ9X0PM255250","03/21/2023","PBSMYRT","Heritage Pool Supply Group","PM255250 - TRUCK TRACTOR"
"JJ202727","TRUCK TRACTOR","Active","1XKZDP9X9JJ202727","11/22/2022","PBSNASH","Heritage Pool Supply Group","JJ202727 - TRUCK TRACTOR"
"JSJT0843","TRUCK TRACTOR","Active","3AKJHLDV5JSJT0843","10/08/2021","PCSBIRM","Heritage Pool Supply Group","JSJT0843 - TRUCK TRACTOR"
"PN329456","TRUCK TRACTOR","Returned to Rental Company","4V4NC9EH7PN329456","05/03/2024","PCSLRCK","Heritage Pool Supply Group","PN329456 - TRUCK TRACTOR"
"RN659933","TRUCK TRACTOR","Active","4V4WC9EH0RN659933","05/10/2024","PCSLRCK","Heritage Pool Supply Group","RN659933 - TRUCK TRACTOR"
"9C090258","TRUCK TRACTOR","Disposed","2HSCUAPR29C090258","10/08/2021","PCSLRCK","Heritage Pool Supply Group","9C090258 - TRUCK TRACTOR"
"LSLJ8337","TRUCK TRACTOR","Active","3AKJHLDR2LSLJ8337","10/08/2021","PCSMEMP","Heritage Pool Supply Group","LSLJ8337 - TRUCK TRACTOR"
"9LAG5522","TRUCK TRACTOR","Disposed","1FUJGLDR59LAG5522","12/10/2021","PEPONTA","Heritage Pool Supply Group","9LAG5522 - TRUCK TRACTOR"
"AD796266","TRUCK TRACTOR","Active","1XPXD40X4AD796266","11/04/2022","PPGPLAI","Heritage Landscape Supply Group","AD796266 - TRUCK TRACTOR"
"GM056293","TRUCK TRACTOR","Active","1M1AW09Y2GM056293","05/20/2015","RLBAK","SRS Distribution","GM056293 - TRUCK TRACTOR"
"JN884878","TRUCK TRACTOR","Active","4V4NC9THXJN884878","08/24/2018","RLBOI","SRS Distribution","JN884878 - TRUCK TRACTOR"
"MN281438","TRUCK TRACTOR","Active","4V4WC9EG6MN281438","05/03/2021","RLESD","SRS Distribution","MN281438 - TRUCK TRACTOR"
"ND774257","TRUCK TRACTOR","Active","1XPBDP9X8ND774257","05/25/2021","RLFRE","SRS Distribution","ND774257 - TRUCK TRACTOR"
