"Equipment ID","Equipment Description","Equipment Status","VIN/Serial #","In Service Date","Branch ID","Company","Equipment"
"WR765643","TRUCK TRACTOR","Disposed","1XKDD29X4WR765643","10/18/2019","TRSLC","SRS Distribution","WR765643 - TRUCK TRACTOR"
"PM032973","TRUCK TRACTOR","Active","1M1AN4GY7PM032973","10/31/2022","TRSLC","SRS Distribution","PM032973 - TRUCK TRACTOR"
"KN104371","TRUCK TRACTOR","Active","3HSDPAPR4KN104371","06/23/2023","WASPA","SRS Distribution","KN104371 - TRUCK TRACTOR"
"DSBY0542","TRUCK TRACTOR","Disposed","3AKJGEBG7DSBY0542","11/26/2012","WASPA","SRS Distribution","DSBY0542 - TRUCK TRACTOR"
"SN660937","TRUCK TRACTOR","Active","4V4WC9EH5SN660937","05/10/2024","WASPA","SRS Distribution","SN660937 - TRUCK TRACTOR"
"DDFE0191","TRUCK TRACTOR","Active","3AKJGNDV3DDFE0191","10/15/2021","WBMGR","SRS Distribution","DDFE0191 - TRUCK TRACTOR"
"GM056903","TRUCK TRACTOR","Active","1M1AW09Y3GM056903","07/27/2015","WBMGR","SRS Distribution","GM056903 - TRUCK TRACTOR"
"GDGU4916","TRUCK TRACTOR","Active","3AKJGNDV3GDGU4916","10/15/2021","WBMLA","SRS Distribution","GDGU4916 - TRUCK TRACTOR"
"CDBT6214","TRUCK TRACTOR","Active","1FUJGNDV1CDBT6214","10/15/2021","WBMTO","SRS Distribution","CDBT6214 - TRUCK TRACTOR"
"LHMA9656","TRUCK TRACTOR","Active","1FUJG3DVXLHMA9656","10/15/2021","WBMWA","SRS Distribution","LHMA9656 - TRUCK TRACTOR"
"LHMA9655","TRUCK TRACTOR","Active","1FUJG3DV8LHMA9655","10/15/2021","WBMWF","SRS Distribution","LHMA9655 - TRUCK TRACTOR"
"ND774264","TRUCK TRACTOR","Active","1XPBDP9X5ND774264","06/07/2021","WEREG","SRS Distribution","ND774264 - TRUCK TRACTOR"
"YN508518","TRUCK TRACTOR","Active","1XP5DB9X9YN508518","10/29/2021","WIRWHIT","Heritage Landscape Supply Group","YN508518 - TRUCK TRACTOR"
"GPHL0163","TRUCK TRACTOR","Active","5KKXAM008GPHL0163","10/29/2021","WIRWHIT","Heritage Landscape Supply Group","GPHL0163 - TRUCK TRACTOR"
"PD329070","TRUCK TRACTOR","Active","1XP5DB9XXPD329070","10/29/2021","WIRWHIT","Heritage Landscape Supply Group","PD329070 - TRUCK TRACTOR"
"6N880138","TRUCK TRACTOR","Active","1XP5DB9XX6N880138","10/29/2021","WIRWHIT","Heritage Landscape Supply Group","6N880138 - TRUCK TRACTOR"
"7N669790","TRUCK TRACTOR","Active","1XP5DB9X97N669790","10/29/2021","WIRWHIT","Heritage Landscape Supply Group","7N669790 - TRUCK TRACTOR"
"0J427053","TRUCK TRACTOR","Active","1NKDGGGG40J427053","08/27/2021","WPBUF","SRS Distribution","0J427053 - TRUCK TRACTOR"
"DSFE6661","TRUCK TRACTOR","Active","3AKJGEDR2DSFE6661","10/04/2012","WSAKR","SRS Distribution","DSFE6661 - TRUCK TRACTOR"
"SD716366","TRUCK TRACTOR","On Order","1XPBDP9X4SD716366","","WSAKR","SRS Distribution","SD716366 - TRUCK TRACTOR"
"GM077763","TRUCK TRACTOR","Active","1M1AW09Y8GM077763","06/16/2016","WSDAY","SRS Distribution","GM077763 - TRUCK TRACTOR"
"JDJT7368","TRUCK TRACTOR","Active","3AKJGEDVXJDJT7368","08/26/2019","WSFLO","SRS Distribution","JDJT7368 - TRUCK TRACTOR"
"ESFM2431","TRUCK TRACTOR","Active","3AKJGED64ESFM2431","12/15/2017","WSMEN","SRS Distribution","ESFM2431 - TRUCK TRACTOR"
"ND774260","TRUCK TRACTOR","Active","1XPBDP9X8ND774260","07/22/2021","WSMID","SRS Distribution","ND774260 - TRUCK TRACTOR"
"CSBR5335","TRUCK TRACTOR","Disposed","1FUJGEBG0CSBR5335","11/29/2011","WSTRA","SRS Distribution","CSBR5335 - TRUCK TRACTOR"
"FM048030","TRUCK TRACTOR","Active","1M1AW09Y9FM048030","07/07/2014","WSTRA","SRS Distribution","FM048030 - TRUCK TRACTOR"
"SN667486","TRUCK TRACTOR","On Order","4V4WC9EH0SN667486","","WSTRA","SRS Distribution","SN667486 - TRUCK TRACTOR"
"LD664620","TRUCK TRACTOR","Active","1XPBDP9X3LD664620","07/11/2019","WWMIN","SRS Distribution","LD664620 - TRUCK TRACTOR"
"PD774285","TRUCK TRACTOR","Active","1XPBDP9X9PD774285","06/17/2022","WWNAP","SRS Distribution","PD774285 - TRUCK TRACTOR"
"AN278713","TRUCK TRACTOR","Disposed","3HSCUAPR5AN278713","05/15/2012","WWNAP","SRS Distribution","AN278713 - TRUCK TRACTOR"
"ESFL3709","TRUCK TRACTOR","Disposed","3AKJGEBG6ESFL3709","03/20/2013","WWNAP","SRS Distribution","ESFL3709 - TRUCK TRACTOR"
"CH450223","TRUCK TRACTOR","Disposed","1HSHXSHR7CH450223","08/13/2014","WWNAP","SRS Distribution","CH450223 - TRUCK TRACTOR"
"RLUN8993","TRUCK TRACTOR","Active","5KJJBPDV6RLUN8993","07/13/2023","WWNAP","SRS Distribution","RLUN8993 - TRUCK TRACTOR"
"KD267632","TRUCK TRACTOR","Active","1XPBDP9XXKD267632","03/26/2018","WWNAP","SRS Distribution","KD267632 - TRUCK TRACTOR"
"FH514090","TRUCK TRACTOR","Disposed","1HSHXSNR5FH514090","05/29/2014","WWNAP","SRS Distribution","FH514090 - TRUCK TRACTOR"
"SM049229","TRUCK TRACTOR","Active","1M1AN4GY5SM049229","06/11/2024","WWNAP","SRS Distribution","SM049229 - TRUCK TRACTOR"
"GN964226","TRUCK TRACTOR","Active","4V4NC9EH9GN964226","07/31/2017","WWSCH","SRS Distribution","GN964226 - TRUCK TRACTOR"
"GM056296","TRUCK TRACTOR","Active","1M1AW09Y8GM056296","09/22/2015","WWSCH","SRS Distribution","GM056296 - TRUCK TRACTOR"
"GM077703","TRUCK TRACTOR","Active","1M1AW07Y8GM077703","03/29/2016","WWSCH","SRS Distribution","GM077703 - TRUCK TRACTOR"
"RD647447","TRUCK TRACTOR","Active","1XPBDP9X6RD647447","09/13/2023","WWSCH","SRS Distribution","RD647447 - TRUCK TRACTOR"
"CLBP0148","TRUCK TRACTOR","Disposed","1FUJGEBG5CLBP0148","12/06/2011","XXOP","SRS Distribution","CLBP0148 - TRUCK TRACTOR"
"NSMV8892","TRUCK TRACTOR","Returned to Rental Company","3AKJHLDV6NSMV8892","05/27/2024","XXOP","SRS Distribution","NSMV8892 - TRUCK TRACTOR"
"CLBT2214","TRUCK TRACTOR","Disposed","1FUJGEDV6CLBT2214","06/27/2012","XXOP","SRS Distribution","CLBT2214 - TRUCK TRACTOR"
"8H648286","TRUCK TANKER","Auction","1HTMSAAR78H648286","12/17/2021","EMSSTRO","Heritage Pool Supply Group","8H648286 - TRUCK TANKER"
"PM248130","TRUCK TANKER","Active","2NK5LJ9X3PM248130","09/01/2022","EMSSTRO","Heritage Pool Supply Group","PM248130 - TRUCK TANKER"
"JM217832","TRUCK TANKER","Active","2NKHLJ9X6JM217832","12/17/2021","EMSSTRO","Heritage Pool Supply Group","JM217832 - TRUCK TANKER"
"RM036553","TRUCK TANKER","Active","1M2GR3GC0RM036553","10/26/2023","EMSSTRO","Heritage Pool Supply Group","RM036553 - TRUCK TANKER"
"8H648285","TRUCK TANKER","Disposed","1HTMSAAR58H648285","12/17/2021","EMSSTRO","Heritage Pool Supply Group","8H648285 - TRUCK TANKER"
"CH118691","TRUCK TANKER","Auction","1HTMSAAR6CH118691","12/17/2021","EMSSTRO","Heritage Pool Supply Group","CH118691 - TRUCK TANKER"
"CH118690","TRUCK TANKER","Disposed","1HTMSAAR4CH118690","12/17/2021","EMSSTRO","Heritage Pool Supply Group","CH118690 - TRUCK TANKER"
"JM217834","TRUCK TANKER","Active","2NKHLJ9XXJM217834","12/17/2021","EMSSTRO","Heritage Pool Supply Group","JM217834 - TRUCK TANKER"
"7H378488","TRUCK TANKER","Disposed","1HTMSAAR77H378488","12/17/2021","EMSSTRO","Heritage Pool Supply Group","7H378488 - TRUCK TANKER"
"RM036546","TRUCK TANKER","Active","1M2GR3GC3RM036546","10/20/2023","EMSSTRO","Heritage Pool Supply Group","RM036546 - TRUCK TANKER"
"JM217831","TRUCK TANKER","Active","2NKHLJ9X4JM217831","12/17/2021","EMSSTRO","Heritage Pool Supply Group","JM217831 - TRUCK TANKER"
"JM217833","TRUCK TANKER","Active","2NKHLJ9X8JM217833","12/17/2021","EMSSTRO","Heritage Pool Supply Group","JM217833 - TRUCK TANKER"
"CH118689","TRUCK TANKER","Disposed","1HTMSAAR8CH118689","01/10/2022","EMSSTRO","Heritage Pool Supply Group","CH118689 - TRUCK TANKER"
"PD775239","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX2PD775239","12/15/2022","BWBLA","SRS Distribution","PD775239 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"SD716168","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","On Order","1NPCXPEX6SD716168","","CDDAL","SRS Distribution","SD716168 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"RD649373","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX8RD649373","01/31/2024","FLHUN","SRS Distribution","RD649373 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"7HZ35819","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1FVMC5CV77HZ35819","04/01/2022","FLHUN","SRS Distribution","7HZ35819 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"5HU96096","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Disposed","1FVHC5CV15HU96096","04/01/2022","FLHUN","SRS Distribution","5HU96096 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"FHGJ2982","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1FVHG3DV0FHGJ2982","04/01/2022","FLHUN","SRS Distribution","FHGJ2982 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"RD649379","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX9RD649379","04/23/2024","FLMED","SRS Distribution","RD649379 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"SD716161","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","On Order","1NPCXPEX3SD716161","","GREENFIELD","SRS Distribution","SD716161 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"LN241045","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EHXLN241045","08/09/2019","KBPJT","SRS Distribution","LN241045 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"MN280898","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH3MN280898","03/15/2021","KBPLA","SRS Distribution","MN280898 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD824445","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEXXPD824445","01/19/2023","MEPOU","SRS Distribution","PD824445 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD775236","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX7PD775236","03/03/2023","MEPOU","SRS Distribution","PD775236 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"HN991331","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5K99EJ7HN991331","07/12/2017","MESTA","SRS Distribution","HN991331 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD886896","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX1PD886896","07/14/2023","MESTR","SRS Distribution","PD886896 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"NN298365","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH1NN298365","04/11/2022","MEWAT","SRS Distribution","NN298365 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"KN220300","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH7KN220300","04/08/2019","MKBER","SRS Distribution","KN220300 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"KN202281","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KC9EG1KN202281","09/17/2018","MKFAR","SRS Distribution","KN202281 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD775238","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX0PD775238","10/12/2022","MKPER","SRS Distribution","PD775238 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"4J060960","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NKDLU0X64J060960","10/08/2021","MSDOY","SRS Distribution","4J060960 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"SD716169","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","On Order","1NPCXPEX8SD716169","","MSDOY","SRS Distribution","SD716169 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD775240","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX9PD775240","03/08/2023","MSEDG","SRS Distribution","PD775240 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"7M199974","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Disposed","2NKDLU0X37M199974","10/08/2021","MSFEA","SRS Distribution","7M199974 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"EJ388646","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NKDL40X5EJ388646","10/08/2021","MSFEA","SRS Distribution","EJ388646 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"SD716170","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","On Order","1NPCXPEX4SD716170","","MSFEA","SRS Distribution","SD716170 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"GHHG3342","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1FVHG3DVXGHHG3342","10/08/2021","MSFLE","SRS Distribution","GHHG3342 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"EJ386651","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NKDXPEX1EJ386651","08/08/2017","MSFLE","SRS Distribution","EJ386651 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"KHKL5223","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1FVHG3DV0KHKL5223","06/01/2021","MSNWA","SRS Distribution","KHKL5223 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD824451","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX5PD824451","12/15/2022","MSNWA","SRS Distribution","PD824451 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"6J120068","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NKDLB0X36J120068","10/08/2021","MSQUA","SRS Distribution","6J120068 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"ND783150","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX8ND783150","09/01/2021","NABEL","SRS Distribution","ND783150 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"MN274867","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH6MN274867","09/30/2020","NABRI","SRS Distribution","MN274867 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"MN275136","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH5MN275136","09/30/2020","NABRI","SRS Distribution","MN275136 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"NM026298","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1M2GR3GC1NM026298","08/18/2021","NADOV","SRS Distribution","NM026298 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"KN220286","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH6KN220286","04/18/2019","NAPAT","SRS Distribution","KN220286 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"LN266269","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH3LN266269","06/30/2020","NARAM","SRS Distribution","LN266269 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PM029654","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1M2GR3GC8PM029654","03/08/2023","OLFWA","SRS Distribution","PM029654 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"ND775233","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX5ND775233","10/13/2022","RSSAV","SRS Distribution","ND775233 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"NN298363","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH8NN298363","03/02/2022","SDGEO","SRS Distribution","NN298363 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"KN220298","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH2KN220298","05/21/2019","SDLEV","SRS Distribution","KN220298 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"KN220287","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH8KN220287","04/23/2019","SDLEV","SRS Distribution","KN220287 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"PD824449","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX7PD824449","03/28/2023","SDTRE","SRS Distribution","PD824449 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"LN266272","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","4V5KG9EH3LN266272","06/18/2020","SDWLM","SRS Distribution","LN266272 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"JD463859","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCX7EX7JD463859","08/29/2017","SDWLM","SRS Distribution","JD463859 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"4J017235","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Disposed","1HTWYAXT64J017235","10/08/2021","SDWLM","SRS Distribution","4J017235 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"GHGY1567","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1FVHG3DV1GHGY1567","08/26/2019","SRPAN","SRS Distribution","GHGY1567 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"RD649381","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX7RD649381","02/21/2024","WPBUF","SRS Distribution","RD649381 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"FD264514","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1NPCXPEX9FD264514","08/27/2021","WPBUF","SRS Distribution","FD264514 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"7M052165","TRUCK KNUCKLEBOOM W/PIGGYBACK MNT","Active","1M2AG11C87M052165","08/27/2021","WPBUF","SRS Distribution","7M052165 - TRUCK KNUCKLEBOOM W/PIGGYBACK MNT"
"RD649386","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1NPCXPEX6RD649386","06/10/2024","AMCRO","SRS Distribution","RD649386 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"KN220290","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","4V5KG9EH8KN220290","12/05/2018","ARSUM","SRS Distribution","KN220290 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"KHKK9057","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1FVHG3DV1KHKK9057","07/19/2019","BLROC","SRS Distribution","KHKK9057 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"LD650399","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1NPCLP0X6LD650399","07/01/2021","COLAK","SRS Distribution","LD650399 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"LD679768","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1NPCLP0X2LD679768","04/30/2021","COLAK","SRS Distribution","LD679768 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"MD642683","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1NPCXPEX9MD642683","08/10/2020","KBPFR","SRS Distribution","MD642683 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"NN298358","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","4V5KG9EH4NN298358","06/10/2022","KBPYK","SRS Distribution","NN298358 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"KN196645","TRUCK KNUCKLEBOOM HEAVY DUTY","In-Shop","4V5KC9EH2KN196645","05/28/2019","MKPER","SRS Distribution","KN196645 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"LN240917","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","4V5KC9EH9LN240917","08/28/2019","RLSUN","SRS Distribution","LN240917 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"7J211751","TRUCK KNUCKLEBOOM HEAVY DUTY","Disposed","1NKDX4EX67J211751","10/18/2019","ROSTG","SRS Distribution","7J211751 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"LJ389006","TRUCK KNUCKLEBOOM HEAVY DUTY","In-Shop","1NKZXPEX5LJ389006","10/18/2019","ROSTG","SRS Distribution","LJ389006 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"LN262661","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","4V5KG9EH5LN262661","06/30/2020","SDBEL","SRS Distribution","LN262661 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"RD649387","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1NPCXPEX8RD649387","05/21/2024","SDILV","SRS Distribution","RD649387 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"NM026297","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1M2GR3GCXNM026297","08/18/2021","SDNPN","SRS Distribution","NM026297 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"JDJL7470","TRUCK KNUCKLEBOOM HEAVY DUTY","Disposed","3ALHG3DV3JDJL7470","08/26/2019","SRNOR","SRS Distribution","JDJL7470 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"JHJX3521","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1FVMG3DV8JHJX3521","01/20/2022","SSSSA","SRS Distribution","JHJX3521 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"NN298360","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","4V5KG9EH2NN298360","12/03/2021","STPOR","SRS Distribution","NN298360 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"ND796696","TRUCK KNUCKLEBOOM HEAVY DUTY","Active","1XPCDP0XXND796696","06/20/2022","WBMWA","SRS Distribution","ND796696 - TRUCK KNUCKLEBOOM HEAVY DUTY"
"SD716163","TRUCK KNUCKLEBOOM","On Order","1NPCXPEX7SD716163","","","","SD716163 - TRUCK KNUCKLEBOOM"
"GHGV1796","TRUCK KNUCKLEBOOM","Returned to Lease Holder","1FVHG3DV9GHGV1796","05/20/2015","","SRS Distribution","GHGV1796 - TRUCK KNUCKLEBOOM"
"KJ278183","TRUCK KNUCKLEBOOM","Active","1NKZL40X9KJ278183","07/09/2021","55BCH","SRS Distribution","KJ278183 - TRUCK KNUCKLEBOOM"
"RLUY8334","TRUCK KNUCKLEBOOM","Active","5KKMBPFMXRLUY8334","01/09/2024","55BCH","SRS Distribution","RLUY8334 - TRUCK KNUCKLEBOOM"
"DM021302","TRUCK KNUCKLEBOOM","In-Shop","1M2AX31C3DM021302","07/09/2021","55BCH","SRS Distribution","DM021302 - TRUCK KNUCKLEBOOM"
"6AV28276","TRUCK KNUCKLEBOOM","Disposed","2FZHATDC86AV28276","07/09/2021","55BCH","SRS Distribution","6AV28276 - TRUCK KNUCKLEBOOM"
"NHNJ1261","TRUCK KNUCKLEBOOM","Active","1FVMG3DV4NHNJ1261","01/03/2022","55BCH","SRS Distribution","NHNJ1261 - TRUCK KNUCKLEBOOM"
"2AK52227","TRUCK KNUCKLEBOOM","Disposed","2FZHATAK92AK52227","07/09/2021","55BCH","SRS Distribution","2AK52227 - TRUCK KNUCKLEBOOM"
"7AY16634","TRUCK KNUCKLEBOOM","Disposed","2FZHATDC07AY16634","07/09/2021","55BCH","SRS Distribution","7AY16634 - TRUCK KNUCKLEBOOM"
"PDNN1791","TRUCK KNUCKLEBOOM","Active","3ALMG3FM6PDNN1791","07/28/2022","55BCH","SRS Distribution","PDNN1791 - TRUCK KNUCKLEBOOM"
"KN220312","TRUCK KNUCKLEBOOM","Active","4V5KG9EH3KN220312","07/26/2019","AACAS","SRS Distribution","KN220312 - TRUCK KNUCKLEBOOM"
"HDHZ1647","TRUCK KNUCKLEBOOM","Active","3ALMG3DV4HDHZ1647","04/07/2016","ABMAT","SRS Distribution","HDHZ1647 - TRUCK KNUCKLEBOOM"
"LJ418986","TRUCK KNUCKLEBOOM","Active","1NKZLP0XXLJ418986","03/09/2021","ADHAR","SRS Distribution","LJ418986 - TRUCK KNUCKLEBOOM"
"GHGW3467","TRUCK KNUCKLEBOOM","Active","1FVHG3DV6GHGW3467","08/04/2015","ADHUN","SRS Distribution","GHGW3467 - TRUCK KNUCKLEBOOM"
"KN195603","TRUCK KNUCKLEBOOM","Active","4V5KC9EH3KN195603","06/13/2018","ADHUN","SRS Distribution","KN195603 - TRUCK KNUCKLEBOOM"
"EHFL9461","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV3EHFL9461","08/07/2013","ADLOX","SRS Distribution","EHFL9461 - TRUCK KNUCKLEBOOM"
"FN911901","TRUCK KNUCKLEBOOM","Active","4V5KC9EG3FN911901","06/10/2015","ADMOB","SRS Distribution","FN911901 - TRUCK KNUCKLEBOOM"
"RD649403","TRUCK KNUCKLEBOOM","Active","1NPCXPEX2RD649403","06/12/2024","AHHOL","SRS Distribution","RD649403 - TRUCK KNUCKLEBOOM"
"RD649404","TRUCK KNUCKLEBOOM","Active","1NPCXPEX4RD649404","06/14/2024","AHLOW","SRS Distribution","RD649404 - TRUCK KNUCKLEBOOM"
"YAG53860","TRUCK KNUCKLEBOOM","Disposed","2FZNEECB4YAG53860","05/07/2021","AHPEV","SRS Distribution","YAG53860 - TRUCK KNUCKLEBOOM"
"GHGV1792","TRUCK KNUCKLEBOOM","Active","1FVHG3DV1GHGV1792","05/20/2015","AHPEV","SRS Distribution","GHGV1792 - TRUCK KNUCKLEBOOM"
"RD649401","TRUCK KNUCKLEBOOM","Active","1NPCXPEX9RD649401","06/10/2024","AHSTP","SRS Distribution","RD649401 - TRUCK KNUCKLEBOOM"
"RD649395","TRUCK KNUCKLEBOOM","Storm","1NPCXPEX7RD649395","05/15/2024","AHSTP","SRS Distribution","RD649395 - TRUCK KNUCKLEBOOM"
"EDGA1873","TRUCK KNUCKLEBOOM","Auction","3ALHG3DV6EDGA1873","06/04/2014","AHSTP","SRS Distribution","EDGA1873 - TRUCK KNUCKLEBOOM"
"NM100213","TRUCK KNUCKLEBOOM","Active","2NKHHM6X0NM100213","","ALRKA","SRS Distribution","NM100213 - TRUCK KNUCKLEBOOM"
"RD649372","TRUCK KNUCKLEBOOM","Active","1NPCXPEX6RD649372","12/13/2023","AMALB","SRS Distribution","RD649372 - TRUCK KNUCKLEBOOM"
